Year,StateTerritory,GeographicUnit,GeographicCode,GeographicAreaName,GeographicGroup,DemographicGroup,EstimatedResidentPopulation
2015-16,NSW,SA3,10106,Young - Yass,Inner regional,Females,18427
2015-16,NSW,SA3,10106,Young - Yass,Inner regional,Males,18011
2015-16,NSW,SA3,10201,Gosford,Major cities - medium SES,0-14,31550
2015-16,NSW,SA3,10201,Gosford,Major cities - medium SES,0-24,51901
2015-16,NSW,SA3,10201,Gosford,Major cities - medium SES,0-64,137800
2015-16,NSW,SA3,10201,Gosford,Major cities - medium SES,15-24,20351
2015-16,NSW,SA3,10201,Gosford,Major cities - medium SES,25-44,40508
2015-16,NSW,SA3,10201,Gosford,Major cities - medium SES,45-64,45391
2015-16,NSW,SA3,10201,Gosford,Major cities - medium SES,65+,34980
2015-16,NSW,SA3,10201,Gosford,Major cities - medium SES,All persons,172780
2015-16,NSW,SA3,10201,Gosford,Major cities - medium SES,Females,88453
2015-16,NSW,SA3,10201,Gosford,Major cities - medium SES,Males,84327
2015-16,NSW,SA3,10202,Wyong,Major cities - lower SES,0-14,31387
2015-16,NSW,SA3,10202,Wyong,Major cities - lower SES,0-24,51506
2015-16,NSW,SA3,10202,Wyong,Major cities - lower SES,0-64,129069
2015-16,NSW,SA3,10202,Wyong,Major cities - lower SES,15-24,20119
2015-16,NSW,SA3,10202,Wyong,Major cities - lower SES,25-44,37721
2015-16,NSW,SA3,10202,Wyong,Major cities - lower SES,45-64,39842
2015-16,NSW,SA3,10202,Wyong,Major cities - lower SES,65+,31415
2015-16,NSW,SA3,10202,Wyong,Major cities - lower SES,All persons,160484
2015-16,NSW,SA3,10202,Wyong,Major cities - lower SES,Females,82151
2015-16,NSW,SA3,10202,Wyong,Major cities - lower SES,Males,78333
2015-16,NSW,SA3,10301,Bathurst,Inner regional,0-14,9494
2015-16,NSW,SA3,10301,Bathurst,Inner regional,0-24,16565
2015-16,NSW,SA3,10301,Bathurst,Inner regional,0-64,39534
2015-16,NSW,SA3,10301,Bathurst,Inner regional,15-24,7071
2015-16,NSW,SA3,10301,Bathurst,Inner regional,25-44,11446
2015-16,NSW,SA3,10301,Bathurst,Inner regional,45-64,11523
2015-16,NSW,SA3,10301,Bathurst,Inner regional,65+,7484
2015-16,NSW,SA3,10301,Bathurst,Inner regional,All persons,47018
2015-16,NSW,SA3,10301,Bathurst,Inner regional,Females,23208
2015-16,NSW,SA3,10301,Bathurst,Inner regional,Males,23810
2015-16,NSW,SA3,10302,Lachlan Valley,Outer regional,0-14,11312
2015-16,NSW,SA3,10302,Lachlan Valley,Outer regional,0-24,17850
2015-16,NSW,SA3,10302,Lachlan Valley,Outer regional,0-64,44396
2015-16,NSW,SA3,10302,Lachlan Valley,Outer regional,15-24,6538
2015-16,NSW,SA3,10302,Lachlan Valley,Outer regional,25-44,11708
2015-16,NSW,SA3,10302,Lachlan Valley,Outer regional,45-64,14838
2015-16,NSW,SA3,10302,Lachlan Valley,Outer regional,65+,12034
2015-16,NSW,SA3,10302,Lachlan Valley,Outer regional,All persons,56430
2015-16,NSW,SA3,10302,Lachlan Valley,Outer regional,Females,28292
2015-16,NSW,SA3,10302,Lachlan Valley,Outer regional,Males,28138
2015-16,NSW,SA3,10303,Lithgow - Mudgee,Inner regional,0-14,9037
2015-16,NSW,SA3,10303,Lithgow - Mudgee,Inner regional,0-24,14284
2015-16,NSW,SA3,10303,Lithgow - Mudgee,Inner regional,0-64,37844
2015-16,NSW,SA3,10303,Lithgow - Mudgee,Inner regional,15-24,5247
2015-16,NSW,SA3,10303,Lithgow - Mudgee,Inner regional,25-44,10719
2015-16,NSW,SA3,10303,Lithgow - Mudgee,Inner regional,45-64,12841
2015-16,NSW,SA3,10303,Lithgow - Mudgee,Inner regional,65+,9408
2015-16,NSW,SA3,10303,Lithgow - Mudgee,Inner regional,All persons,47252
2015-16,NSW,SA3,10303,Lithgow - Mudgee,Inner regional,Females,23299
2015-16,NSW,SA3,10303,Lithgow - Mudgee,Inner regional,Males,23953
2015-16,NSW,SA3,10304,Orange,Inner regional,0-14,12773
2015-16,NSW,SA3,10304,Orange,Inner regional,0-24,19961
2015-16,NSW,SA3,10304,Orange,Inner regional,0-64,48764
2015-16,NSW,SA3,10304,Orange,Inner regional,15-24,7188
2015-16,NSW,SA3,10304,Orange,Inner regional,25-44,14638
2015-16,NSW,SA3,10304,Orange,Inner regional,45-64,14165
2015-16,NSW,SA3,10304,Orange,Inner regional,65+,9436
2015-16,NSW,SA3,10304,Orange,Inner regional,All persons,58200
2015-16,NSW,SA3,10304,Orange,Inner regional,Females,29485
2015-16,NSW,SA3,10304,Orange,Inner regional,Males,28715
2015-16,NSW,SA3,10401,Clarence Valley,Inner regional,0-14,8829
2015-16,NSW,SA3,10401,Clarence Valley,Inner regional,0-24,14139
2015-16,NSW,SA3,10401,Clarence Valley,Inner regional,0-64,38848
2015-16,NSW,SA3,10401,Clarence Valley,Inner regional,15-24,5310
2015-16,NSW,SA3,10401,Clarence Valley,Inner regional,25-44,9733
2015-16,NSW,SA3,10401,Clarence Valley,Inner regional,45-64,14976
2015-16,NSW,SA3,10401,Clarence Valley,Inner regional,65+,12287
2015-16,NSW,SA3,10401,Clarence Valley,Inner regional,All persons,51135
2015-16,NSW,SA3,10401,Clarence Valley,Inner regional,Females,25712
2015-16,NSW,SA3,10401,Clarence Valley,Inner regional,Males,25423
2015-16,NSW,SA3,10402,Coffs Harbour,Inner regional,0-14,16259
2015-16,NSW,SA3,10402,Coffs Harbour,Inner regional,0-24,26178
2015-16,NSW,SA3,10402,Coffs Harbour,Inner regional,0-64,69629
2015-16,NSW,SA3,10402,Coffs Harbour,Inner regional,15-24,9919
2015-16,NSW,SA3,10402,Coffs Harbour,Inner regional,25-44,18930
2015-16,NSW,SA3,10402,Coffs Harbour,Inner regional,45-64,24521
2015-16,NSW,SA3,10402,Coffs Harbour,Inner regional,65+,17461
2015-16,NSW,SA3,10402,Coffs Harbour,Inner regional,All persons,87090
2015-16,NSW,SA3,10402,Coffs Harbour,Inner regional,Females,44662
2015-16,NSW,SA3,10402,Coffs Harbour,Inner regional,Males,42428
2015-16,NSW,SA3,10501,Bourke - Cobar - Coonamble,Remote (incl. very remote),0-14,5469
2015-16,NSW,SA3,10501,Bourke - Cobar - Coonamble,Remote (incl. very remote),0-24,8347
2015-16,NSW,SA3,10501,Bourke - Cobar - Coonamble,Remote (incl. very remote),0-64,21115
2015-16,NSW,SA3,10501,Bourke - Cobar - Coonamble,Remote (incl. very remote),15-24,2878
2015-16,NSW,SA3,10501,Bourke - Cobar - Coonamble,Remote (incl. very remote),25-44,6046
2015-16,NSW,SA3,10501,Bourke - Cobar - Coonamble,Remote (incl. very remote),45-64,6722
2015-16,NSW,SA3,10501,Bourke - Cobar - Coonamble,Remote (incl. very remote),65+,4156
2015-16,NSW,SA3,10501,Bourke - Cobar - Coonamble,Remote (incl. very remote),All persons,25271
2015-16,NSW,SA3,10501,Bourke - Cobar - Coonamble,Remote (incl. very remote),Females,12339
2015-16,NSW,SA3,10501,Bourke - Cobar - Coonamble,Remote (incl. very remote),Males,12932
2015-16,NSW,SA3,10502,Broken Hill and Far West,Remote (incl. very remote),0-14,3671
2015-16,NSW,SA3,10502,Broken Hill and Far West,Remote (incl. very remote),0-24,6091
2015-16,NSW,SA3,10502,Broken Hill and Far West,Remote (incl. very remote),0-64,16734
2015-16,NSW,SA3,10502,Broken Hill and Far West,Remote (incl. very remote),15-24,2420
2015-16,NSW,SA3,10502,Broken Hill and Far West,Remote (incl. very remote),25-44,4851
2015-16,NSW,SA3,10502,Broken Hill and Far West,Remote (incl. very remote),45-64,5792
2015-16,NSW,SA3,10502,Broken Hill and Far West,Remote (incl. very remote),65+,4244
2015-16,NSW,SA3,10502,Broken Hill and Far West,Remote (incl. very remote),All persons,20978
2015-16,NSW,SA3,10502,Broken Hill and Far West,Remote (incl. very remote),Females,10595
2015-16,NSW,SA3,10502,Broken Hill and Far West,Remote (incl. very remote),Males,10383
2015-16,NSW,SA3,10503,Dubbo,Inner regional,0-14,14891
2015-16,NSW,SA3,10503,Dubbo,Inner regional,0-24,23690
2015-16,NSW,SA3,10503,Dubbo,Inner regional,0-64,58313
2015-16,NSW,SA3,10503,Dubbo,Inner regional,15-24,8799
2015-16,NSW,SA3,10503,Dubbo,Inner regional,25-44,16784
2015-16,NSW,SA3,10503,Dubbo,Inner regional,45-64,17839
2015-16,NSW,SA3,10503,Dubbo,Inner regional,65+,12404
2015-16,NSW,SA3,10503,Dubbo,Inner regional,All persons,70717
2015-16,NSW,SA3,10503,Dubbo,Inner regional,Females,35732
2015-16,NSW,SA3,10503,Dubbo,Inner regional,Males,34985
2015-16,NSW,SA3,10601,Lower Hunter,Inner regional,0-14,18566
2015-16,NSW,SA3,10601,Lower Hunter,Inner regional,0-24,30059
2015-16,NSW,SA3,10601,Lower Hunter,Inner regional,0-64,75453
2015-16,NSW,SA3,10601,Lower Hunter,Inner regional,15-24,11493
2015-16,NSW,SA3,10601,Lower Hunter,Inner regional,25-44,22599
2015-16,NSW,SA3,10601,Lower Hunter,Inner regional,45-64,22795
2015-16,NSW,SA3,10601,Lower Hunter,Inner regional,65+,13177
2015-16,NSW,SA3,10601,Lower Hunter,Inner regional,All persons,88630
2015-16,NSW,SA3,10601,Lower Hunter,Inner regional,Females,43993
2015-16,NSW,SA3,10601,Lower Hunter,Inner regional,Males,44637
2015-16,NSW,SA3,10602,Maitland,Major cities - lower SES,0-14,16435
2015-16,NSW,SA3,10602,Maitland,Major cities - lower SES,0-24,26191
2015-16,NSW,SA3,10602,Maitland,Major cities - lower SES,0-64,64111
2015-16,NSW,SA3,10602,Maitland,Major cities - lower SES,15-24,9756
2015-16,NSW,SA3,10602,Maitland,Major cities - lower SES,25-44,20269
2015-16,NSW,SA3,10602,Maitland,Major cities - lower SES,45-64,17651
2015-16,NSW,SA3,10602,Maitland,Major cities - lower SES,65+,10038
2015-16,NSW,SA3,10602,Maitland,Major cities - lower SES,All persons,74149
2015-16,NSW,SA3,10602,Maitland,Major cities - lower SES,Females,37740
2015-16,NSW,SA3,10602,Maitland,Major cities - lower SES,Males,36409
2015-16,NSW,SA3,10603,Port Stephens,Inner regional,0-14,13114
2015-16,NSW,SA3,10603,Port Stephens,Inner regional,0-24,21374
2015-16,NSW,SA3,10603,Port Stephens,Inner regional,0-64,56048
2015-16,NSW,SA3,10603,Port Stephens,Inner regional,15-24,8260
2015-16,NSW,SA3,10603,Port Stephens,Inner regional,25-44,15283
2015-16,NSW,SA3,10603,Port Stephens,Inner regional,45-64,19391
2015-16,NSW,SA3,10603,Port Stephens,Inner regional,65+,16225
2015-16,NSW,SA3,10603,Port Stephens,Inner regional,All persons,72273
2015-16,NSW,SA3,10603,Port Stephens,Inner regional,Females,36415
2015-16,NSW,SA3,10603,Port Stephens,Inner regional,Males,35858
2015-16,NSW,SA3,10604,Upper Hunter,Inner regional,0-14,6784
2015-16,NSW,SA3,10604,Upper Hunter,Inner regional,0-24,10433
2015-16,NSW,SA3,10604,Upper Hunter,Inner regional,0-64,26289
2015-16,NSW,SA3,10604,Upper Hunter,Inner regional,15-24,3649
2015-16,NSW,SA3,10604,Upper Hunter,Inner regional,25-44,8149
2015-16,NSW,SA3,10604,Upper Hunter,Inner regional,45-64,7707
2015-16,NSW,SA3,10604,Upper Hunter,Inner regional,65+,4558
2015-16,NSW,SA3,10604,Upper Hunter,Inner regional,All persons,30847
2015-16,NSW,SA3,10604,Upper Hunter,Inner regional,Females,15236
2015-16,NSW,SA3,10604,Upper Hunter,Inner regional,Males,15611
2015-16,NSW,SA3,10701,Dapto - Port Kembla,Major cities - lower SES,0-14,14895
2015-16,NSW,SA3,10701,Dapto - Port Kembla,Major cities - lower SES,0-24,24842
2015-16,NSW,SA3,10701,Dapto - Port Kembla,Major cities - lower SES,0-64,63248
2015-16,NSW,SA3,10701,Dapto - Port Kembla,Major cities - lower SES,15-24,9947
2015-16,NSW,SA3,10701,Dapto - Port Kembla,Major cities - lower SES,25-44,19104
2015-16,NSW,SA3,10701,Dapto - Port Kembla,Major cities - lower SES,45-64,19302
2015-16,NSW,SA3,10701,Dapto - Port Kembla,Major cities - lower SES,65+,13846
2015-16,NSW,SA3,10701,Dapto - Port Kembla,Major cities - lower SES,All persons,77094
2015-16,NSW,SA3,10701,Dapto - Port Kembla,Major cities - lower SES,Females,39009
2015-16,NSW,SA3,10701,Dapto - Port Kembla,Major cities - lower SES,Males,38085
2015-16,NSW,SA3,10702,Illawarra Catchment Reserve,Ungrouped,0-14,0
2015-16,NSW,SA3,10702,Illawarra Catchment Reserve,Ungrouped,0-24,2
2015-16,NSW,SA3,10702,Illawarra Catchment Reserve,Ungrouped,0-64,4
2015-16,NSW,SA3,10702,Illawarra Catchment Reserve,Ungrouped,15-24,2
2015-16,NSW,SA3,10702,Illawarra Catchment Reserve,Ungrouped,25-44,1
2015-16,NSW,SA3,10702,Illawarra Catchment Reserve,Ungrouped,45-64,1
2015-16,NSW,SA3,10702,Illawarra Catchment Reserve,Ungrouped,65+,3
2015-16,NSW,SA3,10702,Illawarra Catchment Reserve,Ungrouped,All persons,7
2015-16,NSW,SA3,10702,Illawarra Catchment Reserve,Ungrouped,Females,2
2015-16,NSW,SA3,10702,Illawarra Catchment Reserve,Ungrouped,Males,5
2015-16,NSW,SA3,10703,Kiama - Shellharbour,Major cities - medium SES,0-14,17850
2015-16,NSW,SA3,10703,Kiama - Shellharbour,Major cities - medium SES,0-24,29750
2015-16,NSW,SA3,10703,Kiama - Shellharbour,Major cities - medium SES,0-64,75412
2015-16,NSW,SA3,10703,Kiama - Shellharbour,Major cities - medium SES,15-24,11900
2015-16,NSW,SA3,10703,Kiama - Shellharbour,Major cities - medium SES,25-44,21803
2015-16,NSW,SA3,10703,Kiama - Shellharbour,Major cities - medium SES,45-64,23859
2015-16,NSW,SA3,10703,Kiama - Shellharbour,Major cities - medium SES,65+,15869
2015-16,NSW,SA3,10703,Kiama - Shellharbour,Major cities - medium SES,All persons,91281
2015-16,NSW,SA3,10703,Kiama - Shellharbour,Major cities - medium SES,Females,46387
2015-16,NSW,SA3,10703,Kiama - Shellharbour,Major cities - medium SES,Males,44894
2015-16,NSW,SA3,10704,Wollongong,Major cities - lower SES,0-14,23036
2015-16,NSW,SA3,10704,Wollongong,Major cities - lower SES,0-24,43191
2015-16,NSW,SA3,10704,Wollongong,Major cities - lower SES,0-64,109974
2015-16,NSW,SA3,10704,Wollongong,Major cities - lower SES,15-24,20155
2015-16,NSW,SA3,10704,Wollongong,Major cities - lower SES,25-44,35413
2015-16,NSW,SA3,10704,Wollongong,Major cities - lower SES,45-64,31370
2015-16,NSW,SA3,10704,Wollongong,Major cities - lower SES,65+,21268
2015-16,NSW,SA3,10704,Wollongong,Major cities - lower SES,All persons,131242
2015-16,NSW,SA3,10704,Wollongong,Major cities - lower SES,Females,65877
2015-16,NSW,SA3,10704,Wollongong,Major cities - lower SES,Males,65365
2015-16,NSW,SA3,10801,Great Lakes,Inner regional,0-14,4669
2015-16,NSW,SA3,10801,Great Lakes,Inner regional,0-24,7429
2015-16,NSW,SA3,10801,Great Lakes,Inner regional,0-64,21596
2015-16,NSW,SA3,10801,Great Lakes,Inner regional,15-24,2760
2015-16,NSW,SA3,10801,Great Lakes,Inner regional,25-44,5303
2015-16,NSW,SA3,10801,Great Lakes,Inner regional,45-64,8864
2015-16,NSW,SA3,10801,Great Lakes,Inner regional,65+,9974
2015-16,NSW,SA3,10801,Great Lakes,Inner regional,All persons,31570
2015-16,NSW,SA3,10801,Great Lakes,Inner regional,Females,16100
2015-16,NSW,SA3,10801,Great Lakes,Inner regional,Males,15470
2015-16,NSW,SA3,10802,Kempsey - Nambucca,Outer regional,0-14,8731
2015-16,NSW,SA3,10802,Kempsey - Nambucca,Outer regional,0-24,13773
2015-16,NSW,SA3,10802,Kempsey - Nambucca,Outer regional,0-64,37293
2015-16,NSW,SA3,10802,Kempsey - Nambucca,Outer regional,15-24,5042
2015-16,NSW,SA3,10802,Kempsey - Nambucca,Outer regional,25-44,9184
2015-16,NSW,SA3,10802,Kempsey - Nambucca,Outer regional,45-64,14336
2015-16,NSW,SA3,10802,Kempsey - Nambucca,Outer regional,65+,11657
2015-16,NSW,SA3,10802,Kempsey - Nambucca,Outer regional,All persons,48950
2015-16,NSW,SA3,10802,Kempsey - Nambucca,Outer regional,Females,24541
2015-16,NSW,SA3,10802,Kempsey - Nambucca,Outer regional,Males,24409
2015-16,NSW,SA3,10803,Lord Howe Island,Remote (incl. very remote),0-14,61
2015-16,NSW,SA3,10803,Lord Howe Island,Remote (incl. very remote),0-24,88
2015-16,NSW,SA3,10803,Lord Howe Island,Remote (incl. very remote),0-64,346
2015-16,NSW,SA3,10803,Lord Howe Island,Remote (incl. very remote),15-24,27
2015-16,NSW,SA3,10803,Lord Howe Island,Remote (incl. very remote),25-44,128
2015-16,NSW,SA3,10803,Lord Howe Island,Remote (incl. very remote),45-64,130
2015-16,NSW,SA3,10803,Lord Howe Island,Remote (incl. very remote),65+,65
2015-16,NSW,SA3,10803,Lord Howe Island,Remote (incl. very remote),All persons,411
2015-16,NSW,SA3,10803,Lord Howe Island,Remote (incl. very remote),Females,219
2015-16,NSW,SA3,10803,Lord Howe Island,Remote (incl. very remote),Males,192
2015-16,NSW,SA3,10804,Port Macquarie,Inner regional,0-14,13591
2015-16,NSW,SA3,10804,Port Macquarie,Inner regional,0-24,21520
2015-16,NSW,SA3,10804,Port Macquarie,Inner regional,0-64,58311
2015-16,NSW,SA3,10804,Port Macquarie,Inner regional,15-24,7929
2015-16,NSW,SA3,10804,Port Macquarie,Inner regional,25-44,15464
2015-16,NSW,SA3,10804,Port Macquarie,Inner regional,45-64,21327
2015-16,NSW,SA3,10804,Port Macquarie,Inner regional,65+,20711
2015-16,NSW,SA3,10804,Port Macquarie,Inner regional,All persons,79022
2015-16,NSW,SA3,10804,Port Macquarie,Inner regional,Females,40877
2015-16,NSW,SA3,10804,Port Macquarie,Inner regional,Males,38145
2015-16,NSW,SA3,10805,Taree - Gloucester,Inner regional,0-14,9457
2015-16,NSW,SA3,10805,Taree - Gloucester,Inner regional,0-24,15158
2015-16,NSW,SA3,10805,Taree - Gloucester,Inner regional,0-64,40681
2015-16,NSW,SA3,10805,Taree - Gloucester,Inner regional,15-24,5701
2015-16,NSW,SA3,10805,Taree - Gloucester,Inner regional,25-44,9908
2015-16,NSW,SA3,10805,Taree - Gloucester,Inner regional,45-64,15615
2015-16,NSW,SA3,10805,Taree - Gloucester,Inner regional,65+,13638
2015-16,NSW,SA3,10805,Taree - Gloucester,Inner regional,All persons,54319
2015-16,NSW,SA3,10805,Taree - Gloucester,Inner regional,Females,27683
2015-16,NSW,SA3,10805,Taree - Gloucester,Inner regional,Males,26636
2015-16,NSW,SA3,10901,Albury,Inner regional,0-14,12081
2015-16,NSW,SA3,10901,Albury,Inner regional,0-24,20356
2015-16,NSW,SA3,10901,Albury,Inner regional,0-64,51133
2015-16,NSW,SA3,10901,Albury,Inner regional,15-24,8275
2015-16,NSW,SA3,10901,Albury,Inner regional,25-44,15202
2015-16,NSW,SA3,10901,Albury,Inner regional,45-64,15575
2015-16,NSW,SA3,10901,Albury,Inner regional,65+,10619
2015-16,NSW,SA3,10901,Albury,Inner regional,All persons,61752
2015-16,NSW,SA3,10901,Albury,Inner regional,Females,31572
2015-16,NSW,SA3,10901,Albury,Inner regional,Males,30180
2015-16,NSW,SA3,10902,Lower Murray,Outer regional,0-14,2513
2015-16,NSW,SA3,10902,Lower Murray,Outer regional,0-24,3921
2015-16,NSW,SA3,10902,Lower Murray,Outer regional,0-64,10371
2015-16,NSW,SA3,10902,Lower Murray,Outer regional,15-24,1408
2015-16,NSW,SA3,10902,Lower Murray,Outer regional,25-44,2773
2015-16,NSW,SA3,10902,Lower Murray,Outer regional,45-64,3677
2015-16,NSW,SA3,10902,Lower Murray,Outer regional,65+,2409
2015-16,NSW,SA3,10902,Lower Murray,Outer regional,All persons,12780
2015-16,NSW,SA3,10902,Lower Murray,Outer regional,Females,6189
2015-16,NSW,SA3,10902,Lower Murray,Outer regional,Males,6591
2015-16,NSW,SA3,10903,Upper Murray exc. Albury,Inner regional,0-14,7527
2015-16,NSW,SA3,10903,Upper Murray exc. Albury,Inner regional,0-24,11904
2015-16,NSW,SA3,10903,Upper Murray exc. Albury,Inner regional,0-64,31924
2015-16,NSW,SA3,10903,Upper Murray exc. Albury,Inner regional,15-24,4377
2015-16,NSW,SA3,10903,Upper Murray exc. Albury,Inner regional,25-44,8384
2015-16,NSW,SA3,10903,Upper Murray exc. Albury,Inner regional,45-64,11636
2015-16,NSW,SA3,10903,Upper Murray exc. Albury,Inner regional,65+,10605
2015-16,NSW,SA3,10903,Upper Murray exc. Albury,Inner regional,All persons,42529
2015-16,NSW,SA3,10903,Upper Murray exc. Albury,Inner regional,Females,21290
2015-16,NSW,SA3,10903,Upper Murray exc. Albury,Inner regional,Males,21239
2015-16,NSW,SA3,11001,Armidale,Inner regional,0-14,7138
2015-16,NSW,SA3,11001,Armidale,Inner regional,0-24,13543
2015-16,NSW,SA3,11001,Armidale,Inner regional,0-64,31528
2015-16,NSW,SA3,11001,Armidale,Inner regional,15-24,6405
2015-16,NSW,SA3,11001,Armidale,Inner regional,25-44,8378
